word,tags1,tags2
轟,HSK 7,
轟動,HSK 7,TOCFL 5
轟炸,HSK 7,
轟轟烈烈,TOCFL 5,
车上,HSK 1,
辛勤,HSK 7,TOCFL 5
辛苦,HSK 5,TOCFL 2
辛酸,HSK 7,TOCFL 5
辜負,HSK 7,TOCFL 5
辣,HSK 4,TOCFL 2
辣椒,HSK 7,TOCFL 4
辦,HSK 2,TOCFL 3
辦不到,HSK 7,
辦事,HSK 4,TOCFL 4
辦事處,HSK 6,
辦公,HSK 6,TOCFL 4
辦公室,HSK 2,TOCFL 1
辦學,HSK 6,
辦案,TOCFL 5,
辦法,HSK 2,TOCFL 2
辦理,HSK 3,TOCFL 3
辨別,HSK 7,
辨認,HSK 7,TOCFL 5
辨識,TOCFL 5,
辭,HSK 7,TOCFL 5
辭典,HSK 5,TOCFL 5
辭去,HSK 7,
辭呈,HSK 7,
辭職,HSK 5,TOCFL 4
辭行,TOCFL 5,
辭退,HSK 7,
辮子,HSK 7,
辯,HSK 7,TOCFL 5
辯解,HSK 7,
辯論,HSK 4,TOCFL 5
辯護,HSK 7,TOCFL 5
農作物,HSK 7,TOCFL 5
農具,TOCFL 5,
農場,HSK 7,TOCFL 4
農夫,TOCFL 4,
農曆,HSK 7,
農村,HSK 3,TOCFL 4
農業,HSK 3,TOCFL 3
農民,HSK 3,TOCFL 4
農民工,HSK 7,
農產品,HSK 5,TOCFL 4
農田,TOCFL 5,
農藥,TOCFL 4,
巡視,TOCFL 5,
巡邏,HSK 7,TOCFL 5
迄今,HSK 7,
迄今為止,HSK 7,
迅速,HSK 4,TOCFL 4
迎,HSK 7,TOCFL 5
迎來,HSK 6,
迎合,HSK 7,TOCFL 5
迎接,HSK 3,TOCFL 4
近,HSK 2,TOCFL 1
近代,HSK 4,
近來,HSK 5,TOCFL 4
近年來,HSK 7,
近日,HSK 6,
近期,HSK 3,
近視,HSK 6,TOCFL 4
返,TOCFL 5,
返回,HSK 5,TOCFL 4
返還,HSK 7,
迫不及待,HSK 7,
迫使,HSK 7,
迫切,HSK 4,TOCFL 4
迫害,HSK 7,TOCFL 5
迭起,HSK 7,
迴憶,HSK 5,
迴避,HSK 5,
迴響,TOCFL 5,
迴首,HSK 7,
迷,HSK 3,TOCFL 4
迷人,HSK 5,TOCFL 3
迷信,HSK 5,TOCFL 4
迷失,HSK 7,TOCFL 4
迷宮,TOCFL 5,
迷惑,HSK 7,TOCFL 5
迷惑不解,HSK 7,
迷戀,HSK 7,TOCFL 5
迷糊,TOCFL 4,
迷路,HSK 7,TOCFL 3
追,HSK 3,TOCFL 4
追問,HSK 7,
追尾,HSK 7,
追悼會,HSK 7,
追捕,TOCFL 5,
追查,TOCFL 5,
追求,HSK 4,TOCFL 3
追溯,HSK 7,
追究,HSK 6,TOCFL 5
追趕,HSK 7,
追蹤,HSK 7,
追逐,HSK 7,
追隨,HSK 7,
退,HSK 3,TOCFL 4
退休,HSK 3,TOCFL 3
退休金,HSK 7,
退出,HSK 3,TOCFL 4
退化,TOCFL 5,
退卻,HSK 7,
退回,HSK 7,TOCFL 4
退學,HSK 7,
退役,HSK 7,
退步,TOCFL 3,
退票,HSK 6,
退縮,HSK 7,
退讓,HSK 7,
送,HSK 1,TOCFL 1
送別,HSK 7,
送到,HSK 2,
送禮,HSK 6,
送給,HSK 2,
送行,HSK 6,TOCFL 4
逃,HSK 5,TOCFL 4
逃亡,HSK 7,
逃生,HSK 7,TOCFL 5
逃稅,TOCFL 5,
逃走,HSK 5,TOCFL 4
逃跑,HSK 5,
逃避,HSK 7,TOCFL 4
逆,HSK 7,
逍遙,TOCFL 5,
透,HSK 4,TOCFL 4
透徹,HSK 7,
透支,HSK 7,
透明,HSK 4,TOCFL 5
透氣,HSK 7,
透過,HSK 7,TOCFL 4
透露,HSK 6,
逐,TOCFL 5,
逐年,HSK 7,
逐步,HSK 4,TOCFL 5
逐漸,HSK 4,TOCFL 4
途中,HSK 4,
途徑,HSK 6,TOCFL 4
逗,HSK 7,TOCFL 3
逗留,TOCFL 5,
這,HSK 1,TOCFL 1
這下子,TOCFL 3,
這些,HSK 1,TOCFL 2
這兒,HSK 1,TOCFL 1
這就是說,HSK 6,
這時候,HSK 2,
這會兒,HSK 7,
這樣,HSK 2,TOCFL 3
這樣一來,HSK 7,
這樣子,TOCFL 3,
這裏,TOCFL 3,
這裡,HSK 1,TOCFL 1
這邊,HSK 1,TOCFL 2
這麼,HSK 2,TOCFL 2
通,HSK 2,TOCFL 3
通俗,HSK 7,
通信,HSK 3,TOCFL 4
通告,HSK 7,
通報,HSK 6,TOCFL 5
通宵,HSK 7,
通常,HSK 3,TOCFL 4
通往,HSK 7,
通暢,HSK 7,
通用,HSK 5,TOCFL 5
通知,HSK 2,TOCFL 2
通知書,HSK 4,
通稱,TOCFL 5,
通紅,HSK 6,
通緝,HSK 7,TOCFL 5
通行,HSK 6,TOCFL 5
通行證,HSK 7,
通訊,HSK 6,TOCFL 4
通話,HSK 6,
通貨膨脹,TOCFL 5,
通車,HSK 7,TOCFL 5
通通,HSK 7,
通過,HSK 2,TOCFL 3
通道,HSK 6,
通順,HSK 7,
通風,HSK 7,
逛,HSK 4,TOCFL 3
逛街,TOCFL 3,
逝世,HSK 7,TOCFL 5
逞強,HSK 7,
逞能,HSK 7,
速度,HSK 3,TOCFL 3
造,HSK 3,TOCFL 4
造假,HSK 7,
造價,HSK 7,
造化,TOCFL 5,
造反,TOCFL 5,
造句,TOCFL 4,
造型,HSK 4,TOCFL 5
造就,HSK 7,
造成,HSK 3,TOCFL 3
造物主,TOCFL 5,
造福,HSK 7,
造紙術,HSK 7,
逢,HSK 7,TOCFL 4
連,HSK 3,TOCFL 3
連/聯絡,TOCFL 3,
連任,HSK 7,TOCFL 5
連夜,HSK 7,
連帶,TOCFL 5,
連忙,HSK 3,TOCFL 4
連接,HSK 5,TOCFL 4
連滾帶爬,HSK 7,
連結,TOCFL 5,
連綿,HSK 7,
連線,TOCFL 5,
連續,HSK 3,TOCFL 4
連續劇,HSK 3,TOCFL 3
連鎖,HSK 7,
連鎖店,HSK 7,
逮,HSK 7,
逮捕,HSK 7,TOCFL 5
週,TOCFL 4,
週到,HSK 7,
週圍,HSK 3,
週年,HSK 2,
週期,HSK 5,
週末,HSK 2,TOCFL 1
進,HSK 1,TOCFL 2
進一步,HSK 3,TOCFL 3
進來,HSK 1,TOCFL 1
進修,HSK 7,TOCFL 5
進入,HSK 2,TOCFL 4
進出,HSK 7,
進出口,HSK 7,
進化,HSK 5,TOCFL 5
進去,HSK 1,TOCFL 2
進口,HSK 4,TOCFL 4
進場,HSK 7,TOCFL 5
進展,HSK 3,TOCFL 5
進度,HSK 7,TOCFL 5
進攻,HSK 6,TOCFL 5
進步,HSK 3,TOCFL 2
進程,HSK 7,
進而,HSK 7,TOCFL 5
進行,HSK 2,TOCFL 3
進軍,TOCFL 5,
逼,HSK 6,TOCFL 3
逼真,HSK 7,
逼近,HSK 7,
逼迫,HSK 7,
逾,TOCFL 5,
逾期,HSK 7,
遂心,HSK 7,
遇,HSK 4,TOCFL 4
遇上,HSK 7,
遇到,HSK 4,TOCFL 3
遇見,HSK 4,TOCFL 4
遇險,HSK 7,
遇難,HSK 7,
遊人,HSK 6,
遊客,HSK 2,TOCFL 3
遊戲,HSK 3,TOCFL 4
遊戲機,HSK 6,
遊玩,HSK 6,
遊船,HSK 7,
遊行,HSK 6,TOCFL 4
遊覽,HSK 7,TOCFL 5
運,HSK 5,TOCFL 5
運作,HSK 6,
運動,HSK 2,TOCFL 1
運動員,HSK 4,
運動會,HSK 4,
運氣,HSK 4,TOCFL 3
運河,HSK 7,
運營,HSK 7,
運用,HSK 4,TOCFL 4
運行,HSK 5,TOCFL 5
運輸,HSK 3,TOCFL 4
運轉,HSK 7,TOCFL 4
運送,HSK 7,TOCFL 4
遍,HSK 2,TOCFL 2
遍地,HSK 6,
遍布,HSK 7,
過,HSK 1,TOCFL 1
過不去,HSK 7,
過世,TOCFL 4,
過人,TOCFL 5,
過來,HSK 2,
過分,HSK 4,
過剩,HSK 7,
過半,HSK 7,
過去,HSK 2,TOCFL 2
過境,HSK 7,
過失,HSK 7,TOCFL 5
過年,HSK 2,TOCFL 2
過度,HSK 5,TOCFL 4
過往,HSK 7,
過後,HSK 6,
過意不去,HSK 7,
過敏,HSK 5,TOCFL 5
過於,HSK 5,
過日子,HSK 7,TOCFL 3
過早,HSK 7,
過時,HSK 6,
過期,HSK 7,TOCFL 4
過渡,HSK 6,TOCFL 4
過濾,HSK 7,TOCFL 4
過獎,HSK 7,
過癮,HSK 7,TOCFL 5
過目,TOCFL 5,
過硬,HSK 7,
過程,HSK 3,TOCFL 4
過節,HSK 7,TOCFL 4
過道,HSK 7,
過重,TOCFL 5,
過量,TOCFL 5,
過錯,HSK 7,
過關,HSK 7,TOCFL 5
過頭,HSK 7,
遏制,HSK 7,
道,HSK 2,TOCFL 4
道具,HSK 7,
道別,TOCFL 5,
道地,TOCFL 5,
道士,TOCFL 5,
道德,HSK 5,TOCFL 3
道教,HSK 6,TOCFL 3
道歉,HSK 6,TOCFL 3
道理,HSK 2,TOCFL 3
道義,TOCFL 5,
道路,HSK 2,TOCFL 4
達,TOCFL 5,
達到,HSK 3,TOCFL 4
達成,HSK 5,TOCFL 3
達標,HSK 7,
違反,HSK 5,TOCFL 4
違法,HSK 5,
違約,HSK 7,TOCFL 5
違背,HSK 7,TOCFL 5
違規,HSK 5,
違章,HSK 7,
遙控,HSK 7,
遙遠,HSK 7,TOCFL 5
遛,HSK 7,
遜色,HSK 7,
遞,HSK 5,TOCFL 4
遞交,HSK 7,
遞給,HSK 5,
遠,HSK 1,TOCFL 1
遠大,TOCFL 4,
遠方,HSK 6,
遠景,TOCFL 5,
遠程,HSK 7,
遠處,HSK 5,
遠見,HSK 7,
遠近聞名,HSK 7,
遠遠,HSK 6,
遠離,HSK 6,
適中,TOCFL 5,
適合,HSK 3,TOCFL 4
適宜,HSK 7,TOCFL 5
適度,HSK 7,
適應,HSK 3,TOCFL 3
適時,HSK 7,
適用,HSK 3,TOCFL 4
適當,HSK 6,TOCFL 4
適量,HSK 7,
遭,TOCFL 5,
遭到,HSK 6,TOCFL 4
遭受,HSK 6,TOCFL 4
遭殃,HSK 7,
遭遇,HSK 6,TOCFL 4
遮,HSK 7,TOCFL 5
遮蓋,HSK 7,
遮蔽,TOCFL 5,
遲,HSK 5,TOCFL 4
遲到,HSK 4,TOCFL 2
遲早,HSK 7,TOCFL 4
遲疑,HSK 7,
遲遲,HSK 7,
遲鈍,TOCFL 5,
遵守,HSK 5,TOCFL 4
遵循,HSK 7,TOCFL 5
遵照,HSK 7,
遷,HSK 7,TOCFL 4
遷就,HSK 7,
遷移,HSK 7,
選,HSK 2,TOCFL 3
選修,HSK 5,TOCFL 5
選手,HSK 3,TOCFL 4
選拔,HSK 6,TOCFL 5
選擇,HSK 4,TOCFL 3
選民,HSK 7,TOCFL 5
選用,HSK 7,
選票,TOCFL 5,
選舉,HSK 6,TOCFL 3
選購,TOCFL 5,
選項,HSK 7,
遺傳,HSK 4,TOCFL 5
遺囑,HSK 7,
遺址,HSK 7,TOCFL 5
遺志,TOCFL 5,
遺忘,HSK 7,TOCFL 5
遺憾,HSK 6,TOCFL 5
遺棄,HSK 7,TOCFL 5
遺物,HSK 7,
遺產,HSK 4,TOCFL 5
遺留,HSK 7,TOCFL 5
遺願,HSK 7,
遺體,HSK 7,TOCFL 5
遼闊,HSK 7,TOCFL 5
避,HSK 4,
避免,HSK 4,TOCFL 3
避孕,TOCFL 5,
避暑,HSK 7,
避難,HSK 7,TOCFL 5
邀,HSK 7,TOCFL 5
邀請,HSK 5,TOCFL 3
邁,HSK 7,TOCFL 5
邁進,HSK 7,TOCFL 5
還,HSK 1,TOCFL 2
還不如,TOCFL 4,
還原,HSK 7,
還好,TOCFL 3,
還是,HSK 1,TOCFL 1
還有,HSK 1,TOCFL 4
還款,HSK 7,
還要,TOCFL 3,
邊,HSK 2,TOCFL 2
邊兒,TOCFL 2,
邊境,HSK 5,
邊界,HSK 7,TOCFL 5
邊疆,HSK 7,
邊緣,HSK 6,TOCFL 5
邊遠,HSK 7,
邏輯,HSK 5,TOCFL 5
那,HSK 1,TOCFL 1
那些,HSK 1,TOCFL 2
那兒,HSK 1,TOCFL 1
那時候,HSK 2,
那會兒,HSK 2,
那樣,HSK 2,TOCFL 3
那裡,HSK 1,TOCFL 1
那邊,HSK 1,TOCFL 2
那麼,HSK 2,TOCFL 2
邪,HSK 7,
邪惡,HSK 7,
郊區,HSK 5,TOCFL 3
郊外,HSK 7,TOCFL 4
郊遊,HSK 7,
部,HSK 3,TOCFL 3
部件,HSK 7,
部位,HSK 5,
部分,HSK 2,TOCFL 3
部署,HSK 7,TOCFL 5
部落,TOCFL 5,
部長,HSK 3,TOCFL 4
部門,HSK 3,TOCFL 3
部隊,HSK 6,TOCFL 4
郵件,HSK 3,TOCFL 4
郵局,HSK 4,TOCFL 1
郵差,TOCFL 4,
郵政,HSK 7,
郵票,HSK 3,TOCFL 3
郵箱,HSK 3,
郵編,HSK 7,
都,HSK 1,TOCFL 1
都市,HSK 6,TOCFL 3
都會,HSK 7,
鄉,HSK 5,
鄉下,HSK 7,TOCFL 2
鄉土,TOCFL 5,
鄉村,HSK 5,TOCFL 4
鄉親,HSK 7,
鄙視,HSK 7,
鄭重,HSK 7,
鄰國,HSK 7,
鄰居,HSK 5,TOCFL 2
鄰里,TOCFL 5,
酌情,HSK 7,
酌量,TOCFL 5,
配,HSK 3,TOCFL 3
配件,HSK 7,
配偶,HSK 7,
配備,HSK 5,
配合,HSK 3,TOCFL 3
配套,HSK 5,
配給,TOCFL 5,
配置,HSK 6,
配送,HSK 7,
配音,HSK 7,TOCFL 5
酒,HSK 2,TOCFL 1
酒吧,HSK 4,TOCFL 3
酒店,HSK 2,TOCFL 5
酒會,TOCFL 4,
酒樓,HSK 7,
酒水,HSK 6,
酒精,HSK 7,TOCFL 5
酒館,TOCFL 5,
酒鬼,HSK 5,
酗酒,HSK 7,TOCFL 5
酣暢,HSK 7,
酣睡,HSK 7,
酥,HSK 7,
酷,HSK 6,
酷似,HSK 7,
酸,HSK 4,TOCFL 2
酸奶,HSK 4,
酸甜苦辣,HSK 5,
醇厚,HSK 7,
醉,HSK 5,TOCFL 3
醋,HSK 6,TOCFL 3
醒,HSK 4,TOCFL 3
醒來,HSK 7,TOCFL 3
醒悟,HSK 7,
醒目,HSK 7,
醜,HSK 5,TOCFL 3
醜惡,HSK 7,
醜聞,HSK 7,
醜陋,HSK 7,
醞釀,HSK 7,TOCFL 5
醫,TOCFL 4,
醫務,HSK 7,
醫學,HSK 4,TOCFL 4
醫師,TOCFL 4,
醫生,HSK 1,TOCFL 1
醫療,HSK 4,TOCFL 5
醫藥,HSK 6,TOCFL 5
醫術,TOCFL 5,
醫院,HSK 1,TOCFL 1
醬,HSK 6,
醬油,HSK 6,TOCFL 3
醮,HSK 7,
釀造,HSK 7,
釋放,HSK 7,TOCFL 5
里,TOCFL 3,
里程,TOCFL 5,
里程碑,HSK 7,
重,HSK 1,TOCFL 2
重中之重,HSK 7,
重任,HSK 7,
重傷,HSK 7,TOCFL 4
重創,HSK 7,
重合,HSK 7,
重型,HSK 7,
重大,HSK 3,TOCFL 4
重建,HSK 6,
重心,HSK 7,TOCFL 4
重播,HSK 7,
重新,HSK 2,TOCFL 3
重現,HSK 7,
重用,TOCFL 5,
重申,HSK 7,
重疊,HSK 7,TOCFL 5
重視,HSK 2,TOCFL 3
重組,HSK 6,
重複,HSK 2,
重要,HSK 1,TOCFL 1
重返,HSK 7,
重量,HSK 4,TOCFL 4
重量級,HSK 7,
重鎮,TOCFL 5,
重點,HSK 2,TOCFL 3
野,HSK 6,TOCFL 4
野外,HSK 7,
野心,HSK 7,TOCFL 4
野炊,HSK 7,
野營,HSK 7,
野獸,HSK 7,TOCFL 4
野生,HSK 6,
野蠻,HSK 7,
野餐,HSK 7,TOCFL 3
量,HSK 4,TOCFL 4
釐米,HSK 4,
金,HSK 3,TOCFL 3
金子,HSK 7,TOCFL 3
金字塔,HSK 7,
金屬,HSK 7,TOCFL 4
金牌,HSK 3,
金融,HSK 6,TOCFL 4
金錢,HSK 6,TOCFL 5
金額,HSK 6,TOCFL 4
金魚,TOCFL 5,
釘,HSK 7,TOCFL 5
釘子,HSK 7,
針,HSK 4,TOCFL 4
針對,HSK 4,TOCFL 4
針灸,HSK 7,TOCFL 5
針鋒相對,HSK 7,
釣,TOCFL 4,
釣魚,HSK 7,TOCFL 5
鈔票,HSK 7,TOCFL 4
鈕扣,TOCFL 4,
鈣,HSK 7,TOCFL 5
鈴,HSK 5,TOCFL 5
鈴聲,HSK 5,
鈾,TOCFL 5,
鉗子,HSK 7,
鉛,HSK 7,TOCFL 5
鉛筆,HSK 6,TOCFL 2
鉤,HSK 7,
鉤子,HSK 7,
銀,HSK 3,TOCFL 4
銀子,TOCFL 5,
銀幕,HSK 7,TOCFL 5
銀牌,HSK 3,
銀色,TOCFL 5,
銀行,HSK 2,TOCFL 1
銀行卡,HSK 2,
銅,HSK 7,TOCFL 4
銅牌,HSK 6,
銘記,HSK 7,
銜接,HSK 7,
銷,HSK 7,
銷售,HSK 4,TOCFL 4
銷毀,HSK 7,
銷路,TOCFL 4,
銷量,HSK 7,
鋁,HSK 7,TOCFL 5
鋒面,TOCFL 5,
鋤頭,TOCFL 5,
鋪,HSK 6,TOCFL 4
鋪路,HSK 7,
鋸,HSK 7,
鋼,HSK 7,TOCFL 4
鋼琴,HSK 5,TOCFL 2
鋼筆,HSK 5,TOCFL 4
鋼鐵,TOCFL 5,
錄,HSK 3,TOCFL 3
錄像,HSK 6,
錄取,HSK 4,TOCFL 3
錄影,TOCFL 5,
錄影機,TOCFL 5,
錄用,TOCFL 4,
錄製,HSK 7,
錄音,HSK 3,TOCFL 3
錄音機,HSK 6,
錘子,HSK 7,
錢,HSK 1,TOCFL 1
錢包,HSK 1,TOCFL 2
錢財,HSK 7,
錦旗,HSK 7,
錫,HSK 7,TOCFL 5
錯,HSK 1,TOCFL 2
錯位,HSK 7,
錯別字,HSK 7,
錯字,TOCFL 4,
錯綜複雜,HSK 7,
錯覺,HSK 7,
錯誤,HSK 3,TOCFL 3
錯過,HSK 6,TOCFL 4
錶,HSK 2,
鍋,HSK 5,TOCFL 4
鍋子,TOCFL 4,
鍛煉,HSK 4,
鍛鍊,TOCFL 4,
鍵,HSK 5,
鍵盤,HSK 5,TOCFL 4
鎖,HSK 5,TOCFL 4
鎖定,HSK 7,
鎮,HSK 6,
鎮壓,TOCFL 5,
鎮定,HSK 7,TOCFL 5
鏟子,HSK 7,
鏡,TOCFL 4,
鏡子,HSK 4,TOCFL 4
鏡頭,HSK 4,
鏽,HSK 7,
鐘,HSK 3,TOCFL 3
鐘頭,HSK 6,TOCFL 2
鐵,HSK 3,TOCFL 3
鐵路,HSK 3,TOCFL 3
鑄造,HSK 7,
鑒別,HSK 7,
鑒定,HSK 6,
鑒於,HSK 7,
鑒賞,HSK 7,
鑰匙,HSK 7,TOCFL 2
鑲,HSK 7,TOCFL 5
鑲嵌,HSK 7,
鑼,TOCFL 5,
鑽,HSK 6,TOCFL 4
鑽石,HSK 7,TOCFL 4
鑽研,HSK 7,TOCFL 5
鑽空子,HSK 7,
鑿,HSK 7,
铲,HSK 7,
長,HSK 2,TOCFL 1
長久,HSK 6,TOCFL 4
長假,HSK 6,
長城,HSK 3,
長壽,HSK 5,
長大,HSK 2,TOCFL 3
長子,TOCFL 5,
長度,HSK 5,TOCFL 4
長征,HSK 7,
長效,HSK 7,
長方形,TOCFL 4,
長期,HSK 3,
長期以來,HSK 7,
長相,HSK 7,
長短,HSK 6,
長處,HSK 3,TOCFL 4
長足,HSK 7,
長跑,HSK 6,
長輩,HSK 7,TOCFL 4
長途,HSK 4,TOCFL 4
長達,HSK 7,
長遠,HSK 6,TOCFL 5
門,HSK 1,TOCFL 1
門口,HSK 1,TOCFL 2
門戶,TOCFL 5,
門檻,HSK 7,
門當戶對,HSK 7,
門票,HSK 1,TOCFL 4
門診,HSK 5,TOCFL 4
門路,HSK 7,
門鈴,HSK 7,
閃,HSK 4,TOCFL 4
閃爍,HSK 7,TOCFL 5
閃耀,TOCFL 5,
閃電,HSK 4,TOCFL 5
閉,HSK 6,TOCFL 4
閉塞,TOCFL 5,
閉幕,HSK 5,TOCFL 5
閉幕式,HSK 5,
開,HSK 1,TOCFL 1
開刀,TOCFL 4,
開創,HSK 6,
開動,HSK 7,TOCFL 5
開口,HSK 7,TOCFL 5
開場,HSK 7,
開場白,HSK 7,
開墾,HSK 7,
開夜車,HSK 6,
開天辟地,HSK 7,
開始,HSK 3,TOCFL 1
開學,HSK 2,TOCFL 2
開導,TOCFL 5,
開展,HSK 3,TOCFL 5
開工,HSK 7,
開幕,HSK 5,TOCFL 5
開幕式,HSK 5,
開張,HSK 7,TOCFL 5
開心,HSK 2,TOCFL 2
開戶,TOCFL 4,
開拓,HSK 7,TOCFL 4
開支,HSK 7,
開放,HSK 3,TOCFL 3
開啟,HSK 7,TOCFL 5
開明,TOCFL 4,
開會,HSK 1,TOCFL 2
開朗,HSK 7,TOCFL 3
開業,HSK 3,TOCFL 5
開槍,HSK 7,
開機,HSK 2,
開水,HSK 4,TOCFL 2
開演,TOCFL 4,
開玩笑,HSK 1,TOCFL 3
開發,HSK 3,TOCFL 4
開發區,HSK 7,
開發商,HSK 7,
開盤,TOCFL 5,
開花,HSK 4,TOCFL 3
開設,HSK 6,TOCFL 4
開課,TOCFL 4,
開路,TOCFL 5,
開車,HSK 1,TOCFL 1
開辟,HSK 7,
開辦,HSK 7,TOCFL 5
開通,HSK 6,
開采,HSK 7,
開銷,HSK 7,TOCFL 5
開闊,HSK 7,TOCFL 5
開關,HSK 6,
開闢,TOCFL 5,
開除,HSK 7,TOCFL 4
開頭,HSK 6,TOCFL 5
開頭兒,TOCFL 5,
開飯,TOCFL 5,
閑,HSK 5,
閒,TOCFL 4,
間,HSK 1,TOCFL 2
間接,HSK 5,TOCFL 4
間斷,HSK 7,
間諜,HSK 7,
間隔,HSK 7,
間隙,HSK 7,
閘,HSK 7,
閥門,HSK 7,
閨女,HSK 7,
閱歷,HSK 7,
閱覽室,HSK 5,
閱讀,HSK 4,TOCFL 3
閻王,HSK 7,
闊,HSK 6,
闊綽,HSK 7,
闖,HSK 5,TOCFL 4
關,HSK 1,TOCFL 1
關上,HSK 1,TOCFL 4
關係,HSK 3,TOCFL 2
關切,TOCFL 5,
關心,HSK 2,TOCFL 2
關愛,HSK 6,
關懷,HSK 5,TOCFL 5
關掉,HSK 7,
關於,HSK 4,TOCFL 4
關機,HSK 2,
關注,HSK 3,
關照,HSK 7,TOCFL 5
關稅,HSK 7,TOCFL 5
關節,HSK 7,
關聯,HSK 6,
關鍵,HSK 5,TOCFL 4
關閉,HSK 4,
關頭,HSK 7,TOCFL 5
闡述,HSK 7,
防,HSK 3,TOCFL 4
防備,TOCFL 5,
防守,HSK 6,TOCFL 4
防止,HSK 3,TOCFL 4
防水,TOCFL 5,
防汛,HSK 7,
防治,HSK 5,TOCFL 5
防火牆,HSK 7,
防疫,HSK 7,
防盜,HSK 7,
防盜門,HSK 7,
防禦,HSK 7,TOCFL 5
防範,HSK 6,TOCFL 5
防衛,HSK 7,TOCFL 5
防護,HSK 7,
阻力,HSK 7,TOCFL 5
阻塞,TOCFL 5,
阻撓,HSK 7,TOCFL 5
阻擋,HSK 7,TOCFL 5
阻攔,HSK 7,
阻止,HSK 4,TOCFL 4
阻礙,HSK 5,TOCFL 4
阿姨,HSK 4,TOCFL 3
阿拉伯語,HSK 7,
附,HSK 7,
附上,TOCFL 5,
附件,HSK 5,
附加,HSK 7,TOCFL 4
附和,HSK 7,
附屬,HSK 7,
附帶,HSK 7,
附近,HSK 4,TOCFL 1
陌生,HSK 7,TOCFL 3
降,HSK 4,TOCFL 4
降低,HSK 4,TOCFL 3
降價,HSK 4,TOCFL 4
降溫,HSK 4,
降臨,HSK 7,
降落,HSK 4,
限,HSK 7,TOCFL 5
限制,HSK 4,TOCFL 3
限定,HSK 7,
限度,HSK 7,TOCFL 5
限於,HSK 7,
陡,HSK 7,TOCFL 5
院,HSK 2,
院士,HSK 7,
院子,HSK 2,TOCFL 3
院長,HSK 2,
陣,HSK 4,TOCFL 4
陣子,TOCFL 4,
陣容,HSK 7,
陣營,HSK 7,TOCFL 5
除,HSK 6,TOCFL 4
除了,HSK 3,TOCFL 3
除去,HSK 7,
除夕,HSK 5,TOCFL 3
除外,HSK 7,
除此之外,HSK 7,TOCFL 5
除非,HSK 5,TOCFL 4
陪,HSK 5,TOCFL 3
陪伴,HSK 7,TOCFL 5
陪同,HSK 6,TOCFL 4
陪葬,HSK 7,
陰,HSK 2,TOCFL 3
陰天,HSK 2,
陰影,HSK 6,TOCFL 5
陰性,HSK 7,
陰暗,HSK 7,
陰謀,HSK 6,TOCFL 5
陳列,HSK 7,TOCFL 4
陳舊,HSK 7,
陳述,HSK 7,
陶冶,HSK 7,
陶器,TOCFL 5,
陶瓷,HSK 7,TOCFL 4
陶醉,HSK 7,
陷,HSK 7,
陷入,HSK 6,TOCFL 5
陷阱,HSK 7,
陸地,HSK 4,TOCFL 5
陸續,HSK 4,TOCFL 4
陸軍,HSK 6,TOCFL 4
陽光,HSK 3,TOCFL 3
陽性,HSK 7,
陽臺,HSK 4,
隆重,HSK 7,
隊,HSK 2,TOCFL 4
隊伍,HSK 6,TOCFL 5
隊員,HSK 3,TOCFL 4
隊形,HSK 7,
隊長,HSK 2,
階層,HSK 7,TOCFL 5
階梯,HSK 7,
階段,HSK 4,TOCFL 4
階級,HSK 7,TOCFL 5
隔,HSK 4,TOCFL 4
隔壁,HSK 5,TOCFL 3
隔天,TOCFL 5,
隔開,HSK 4,
隔閡,HSK 7,TOCFL 5
隔離,HSK 7,
隕石,HSK 7,
障礙,HSK 6,TOCFL 3
隧道,HSK 7,TOCFL 5
隨,HSK 3,TOCFL 4
隨便,HSK 2,TOCFL 3
隨即,HSK 7,TOCFL 5
隨同,TOCFL 5,
隨大溜,HSK 7,
隨後,HSK 5,TOCFL 5
隨心所欲,HSK 7,
隨意,HSK 5,TOCFL 4
隨手,HSK 4,TOCFL 4
隨時,HSK 2,TOCFL 3
隨時隨地,HSK 7,
隨機,HSK 7,
隨著,HSK 5,TOCFL 4
隨處可見,HSK 7,
隨身,HSK 7,TOCFL 5
險,HSK 6,
隱士,TOCFL 5,
隱形,HSK 7,
隱性,HSK 7,
隱患,HSK 7,
隱情,HSK 7,
隱瞞,HSK 7,
隱私,HSK 6,
隱約,HSK 7,TOCFL 5
隱蔽,HSK 7,
隱藏,HSK 6,TOCFL 5
隱身,HSK 7,
隻,TOCFL 2,
雄偉,HSK 5,TOCFL 4
雄厚,HSK 7,
集,HSK 6,TOCFL 4
集中,HSK 3,TOCFL 4
集合,HSK 4,TOCFL 4
集團,HSK 5,TOCFL 5
集會,HSK 7,
集權,TOCFL 5,
集結,HSK 7,TOCFL 5
集裝箱,HSK 7,
集資,HSK 7,
集郵,HSK 7,TOCFL 4
集體,HSK 3,TOCFL 5
雇,HSK 7,TOCFL 5
雇主,HSK 7,
雇傭,HSK 7,
雇員,HSK 7,
雇用,TOCFL 5,
雕,HSK 7,
雕刻,HSK 7,TOCFL 4
雕塑,HSK 7,
雖,HSK 6,
雖然,HSK 2,TOCFL 2
雖說,HSK 7,TOCFL 5
雙,HSK 3,TOCFL 1
雙向,HSK 7,
雙手,HSK 5,
雙打,HSK 6,TOCFL 5
雙方,HSK 3,TOCFL 4
雙胞胎,HSK 7,TOCFL 4
雙贏,HSK 7,
